"","long","lat"
"V.607",-73.263959472716,-18.0919826584482
"V.608",-71.99999198567,-19.7936884316637
"V.609",-70.697420269435,-21.4948051010633
"V.610",-69.354222588017,-23.1918663456433
"V.611",-68.442774824414,-25.4776796513945
"V.612",-67.549659288543,-27.7748976655124
"V.613",-67.436196186051,-29.875698222121
"V.614",-67.314154365961,-31.9657839194691
"V.615",-67.182960092383,-34.042506351706
"V.616",-67.041247327484,-36.1052098206716
"V.617",-66.889098033533,-38.1536620999338
"V.618",-66.724162625455,-40.1886315857745
"V.619",-66.543709027584,-42.2101285234773
"V.620",-66.346835654947,-44.2197067810785
"V.621",-66.13425284722,-46.2173697736726
"V.622",-65.900796981389,-48.2054739165232
"V.623",-65.643708661029,-50.1855081908694
"V.624",-65.35888977264,-52.1585893326406
"V.625",-65.041941674394,-54.125991172117
"V.626",-64.686908441337,-56.089083162227
"V.627",-64.287014525811,-58.0491766992914
"V.628",-63.832724983735,-60.0073987645232
"V.629",-63.312974908654,-61.9647943768655
"V.630",-62.712000223963,-63.9223812345045
"V.631",-62.009993381069,-65.8810540922215
"V.632",-61.178977925132,-67.841229591556
"V.633",-60.18127853269,-69.8028872419403
"V.634",-58.960860331792,-71.765562590511
"V.635",-57.441143241464,-73.7293649202947
"V.636",-55.490222648455,-75.6892877026299
"V.637",-52.898630311299,-77.6391564465068
"V.638",-49.317316242651,-79.5662465095017
"V.639",-44.104789075664,-81.446870795573
"V.640",-35.9999773235,-83.2286485839759
"V.641",-22.524833713765,-84.7922154887752
"V.642",2.06975215722735e-05,-85.8603819428843
"V.643",-33.66632025016,31.356373951153
"V.644",-31.436208844638,29.875698222121
"V.645",-29.311200390063,28.3206366103856
"V.646",-27.991225351823,26.5584802479209
"V.647",-26.712231448604,24.795464989168
"V.648",-25.471404642466,23.035355975907
"V.649",-24.264865385961,21.2797907459913
"V.650",-23.0897449996390,19.5297801674182
"V.651",-21.94126235108,17.7864904949883
